id;sku;dealer_price;available_stock
69395;D-231375;19.43;0
69401;D-231376;;0
69407;D-231377;;0
69419;D-231382;10.30;2
69428;D-220292;;0
69434;D-228431;13.83;1
69440;D-231361;8.23;6
69447;D-231362;;0
69454;D-231363;;0
69460;D-231364;;0
69466;D-231365;12.51;1
69472;D-216453;;0
69475;D-222034;25.31;1
69479;D-222035;;0
69483;D-222036;;0
69491;D-231158;1.67;0
69497;D-231157;1.67;0
69516;D-231150;;0
69628;D-231218;;0
69646;D-231217;;0
69664;D-231219;;0
69714;D-231220;;0
69762;D-231159;4.61;0
69766;D-231160;4.61;46
69804;RD 294;47.60;4
69812;RD 295;47.60;25
69823;D-231635;;0
69827;D-231636;;0
69828;D-231675;;0
69832;D-231676;;0
69833;D-231679;;0
69837;D-231680;;0
69841;D-231438;;0
69846;D-231439;;0
69851;D-231448;5.72;0
69856;D-231449;;0
69861;D-231683;;0
69865;D-231684;;0
69869;D-231692;;0
69873;D-231693;;0
69877;D-231698;;0
69881;D-231699;;0
69885;D-231428;;0
69895;D-231430;3.70;3
69900;D-231431;3.70;0
69910;D-231433;3.70;5
69915;D-231442;4.49;2
69925;D-231444;;0
69930;D-231445;4.49;11
69940;D-231447;;0
69945;D-231619;2.58;1
69949;D-231621;2.58;6
69953;D-231622;;0
69961;D-231624;;0
69965;D-231625;;0
69973;D-231627;2.58;5
69977;D-231628;;0
69985;D-231630;2.58;3
69989;D-231640;3.70;1
69993;D-231642;;0
69997;D-231643;;0
70005;D-231645;;0
70009;D-231646;;0
70017;D-231648;;0
70021;D-231652;;0
70025;D-231654;;0
70029;D-231667;3.58;5
70033;D-231669;3.58;12
70037;D-231685;;0
70045;D-231687;;0
70049;D-231434;;0
70054;D-231435;4.82;0
70059;D-231436;;0
70060;D-231437;;0
70061;D-231440;;0
70066;D-231441;;0
70071;D-231631;;0
70075;D-231632;4.33;1
70079;D-231633;;0
70083;D-231634;4.48;4
70087;D-231655;;0
70091;D-231656;;0
70095;D-231657;;0
70099;D-231658;;0
70103;D-231659;3.70;7
70107;D-231660;;0
70111;D-231673;;0
70115;D-231674;;0
70119;D-231677;;0
70123;D-231678;;0
70127;D-231681;4.63;0
70131;D-231682;4.63;0
70135;D-231688;;0
70139;D-231689;;0
70143;D-231690;;0
70147;D-231691;;0
70151;D-231694;;0
70155;D-231695;7.19;2
70159;D-231696;4.85;3
70163;D-231697;4.85;13
70176;D-223325;2686.86;1
70182;RD344;1399.97;3
70198;RD343;;0
70226;RD341;1399.97;2
70250;RD342;1399.97;4
70275;RD 177;727.58;2
70282;D-223375;900.43;1
70286;RD340;1399.97;3
70311;D-230585;363.80;5
70318;RD173-23;309.40;0
70327;RD173;309.40;0
70337;RD 185;255.00;1
70367;PD3762-00;212.49;2
70396;PD3651-23;164.89;2
70417;RD 180;309.40;2
70423;PD3880-23;;0
70442;D-227099;199.75;3
70468;D-227136;181.55;5
70494;D-223166;257.92;3
70500;D-223165;196.24;1
70505;RD 17423;218.28;1
70530;RD 304;131.24;0
70558;D-227251;;0
70559;D-230349;;0
70569;D-230353;;0
70579;D-230022;;0
70584;D-230138;;0
70597;D-230147;;0
70602;D-230146;;0
70607;D-230137;;0
70614;D-230104;;0
83115;D-230761;2.59;0
83117;D-230762;2.59;50
83119;D-230763;2.59;0
83121;D-230764;2.59;50
83147;D-231068;;0
83154;D-231069;;0
83161;D-231064;8.75;0
83177;D-231065;8.75;0
83193;D-231066;8.78;8
83203;D-231067;8.78;14
83219;D-231071;;0
83225;D-231072;8.62;19
83237;D-231073;8.62;5
83249;D-231074;7.58;16
83259;D-231075;7.58;6
83269;D-231076;6.66;6
83277;D-231077;6.66;7
83285;D-231078;9.09;0
83293;D-231079;9.09;0
83301;D-231080;;0
83308;D-231081;;0
83315;D-231141;17.33;0
83320;D-231142;17.33;0
83334;D-231148;18.30;0
83338;D-231191;22.26;0
83346;D-231193;22.26;0
83350;D-231295;16.77;0
83355;D-231384;19.23;0
83360;D-231385;19.23;10
83365;D-231423;15.25;14
83370;D-231424;15.25;3
83375;D-231712;21.36;0
83380;D-231713;21.36;46
83385;D-231776;18.30;19
83390;D-231777;18.30;31
83395;D-231782;15.22;23
83400;D-231783;15.22;45
83405;D-231808;15.17;50
83409;D-231809;15.17;11
83413;D-230780;39.57;0
83425;D-231149;18.30;0
83434;D-231270;23.82;20
83439;D-231271;23.82;24
83444;D-231292;24.06;31
83449;D-231293;26.61;0
83450;D-231294;24.06;17
83455;D-231227;21.60;1
83460;D-231264;21.60;34
83465;D-231267;22.79;40
83470;D-231268;22.79;11
83475;D-231386;27.43;0
83480;D-231387;;0
83485;D-231881;26.90;28
83490;D-231882;26.90;0
83495;D-231883;26.90;0
83501;D-231884;26.90;22
83512;D-231189;26.64;0
83529;D-231290;25.94;13
83534;D-231291;25.94;29
83539;D-231425;21.60;9
83544;D-231426;21.60;17
83576;D-231298;;0
83583;D-231228;;0
83589;D-231229;;0
83595;D-231415;14.84;10
83599;D-231416;16.77;0
83603;D-231810;13.49;15
83608;D-231811;15.25;19
83613;D-231083;24.06;0
83618;D-231084;25.94;19
83623;D-231085;27.04;13
83628;D-231309;24.06;28
83633;D-231420;20.80;22
83639;D-231421;20.40;0
83645;D-231422;20.40;28
83651;D-230694;22.09;0
83656;D-230695;;0
83661;D-231265;16.92;21
83666;D-231266;16.92;1
83671;D-231310;25.53;13
83676;D-231806;25.94;11
83681;D-231807;;0
83686;D-231613;;0
83690;D-231615;;0
83694;D-231616;;0
83698;D-231618;2.58;6
83702;D-231637;;0
83706;D-231639;3.70;0
83710;D-231649;;0
83714;D-231651;;0
83718;D-231661;;0
83722;D-231663;3.58;0
83726;D-231664;;0
83730;D-231666;3.58;4
83734;D-231670;3.58;5
83738;D-231672;3.58;4
83759;D-231862;;0
83763;D-231863;;0
83767;D-231864;;0
83771;D-231865;;0
83775;D-231866;;0
83779;D-231867;;0
83797;D-231113;;0
83802;D-231255;4.52;50
83805;D-231153;;0
83808;D-231710;;0
83811;D-231711;;0
83814;D-229818;;0
83817;D-229767;;0
83826;D-229771;2.48;50
83856;D57-149022TR;0.61;50
83857;D-228842;18.25;0
83861;D-230213;3.84;25
83864;D-214853;17.00;36
83880;D-219526;17.39;4
83884;D-229713;16.51;13
83909;D-222115;;0
83918;D-213048;5.98;50
83923;D-211028;23.07;2
83928;D-231155;1.92;0
83937;D-231061;7.14;50
83943;D-211737;6.07;50
83951;D-210248;4.76;11
83953;D-218698;2.59;4
83960;D-223005;7.65;11
83971;D-222282;9.10;34
83975;D-229940;;0
83985;D-223295;7.62;2
83993;D-211805;9.33;1
83997;D-218699;3.44;50
84004;D-220345;7.18;8
84005;D-230928;3.74;19
84007;D-230254;;0
84009;D-219438;9.33;10
84017;D-229763;7.95;0
84031;D-229765;7.95;50
84045;D34-194023;5.22;0
84053;D-230958;;0
84055;D-214886;3.21;25
84061;D-231704;1.96;0
84063;D-225072;5.92;0
84066;D-231048;5.86;0
84085;D-219381;4.61;50
84090;D-207389;;0
84093;D-218043;4.50;50
84095;PD3853-00;12.93;21
84105;D-211762;2.55;0
84114;D-199959;13.72;17
84127;D-230214;3.84;12
84129;D-218743;2.72;42
84136;D-219649;3.84;27
84144;D-231136;8.75;8
84153;D-231700;;0
84155;D-229949;18.39;1
84162;D-211763;2.07;50
84175;D-231703;1.96;0
84177;D-230986;7.95;50
84193;D-231060;7.14;9
84195;D-230687;5.72;29
84207;D-219165;5.46;39
84216;D-211791;1.70;28
84223;D-219437;;0
84234;D-219257;;0
84235;D-199984;7.27;35
84242;D-214872;3.21;50
84255;D-199885;11.16;22
84257;D-231803;5.24;50
84281;D-207429;10.17;50
84290;D-231702;;0
84292;D-229548;;0
84300;D-218741;2.59;6
84307;D-199971;4.00;0
84319;D-205214;4.86;15
84327;D-221977;;0
84330;D-231804;5.24;50
84333;D-231805;5.24;50
84336;D-231053;10.26;9
84340;D-211790;1.46;28
84347;D-231011;1.20;11
84350;D-228884;7.77;0
84352;D-231800;5.24;41
84355;D-231801;5.24;50
84358;D-231802;5.24;44
84363;D-219261;1.46;0
84378;D-230253;1.50;0
84380;D-230994;3.26;50
84382;D-214885;3.44;0
84390;D-230929;1.92;15
84392;D-207053;10.07;5
84403;D-231246;;0
84406;D-207054;2.68;50
84413;D-196289;3.52;50
84422;D-207058;7.43;26
84431;D-223987;;0
84433;D-231010;1.20;38
84436;D-230228;2.14;1
84438;D-230261;1.07;44
84440;D-194246;7.74;50
84444;D-208714;0.73;50
84450;D-225736;7.50;50
84460;D-207335;;0
84470;D-199986;13.41;20
84471;D-231015;1.21;0
84472;D-230517;7.29;50
84475;D-230525;7.40;50
84482;D-230526;7.40;50
84489;D-230528;7.40;50
84496;D-230529;7.40;50
84503;D-230530;7.40;50
84510;D-230532;7.40;0
84517;D-230533;4.60;50
84523;D-230534;4.60;0
84537;D-222074;4.80;50
84542;D-196280;5.39;50
84550;D-205191;1.46;50
84556;D-231226;2.10;50
84560;D-205207;;0
84571;D-194498;3.16;0
84578;D-199985;13.41;19
84589;D-205197;;0
84598;D-208716;17.60;11
84607;D-218767;2.91;0
84611;D-221062;;0
84616;D-221063;;0
84621;D-229762;7.95;33
84644;D-230915;1.51;3
84646;D-231186;0.28;50
84649;D-230651;6.05;0
84653;D-230443;3.17;50
84660;D-208161;10.26;50
84662;D-231063;1.55;50
84664;D-231051;7.58;50
84684;D-220968;19.48;50
84694;D-212764;9.95;38
84699;D-215134;12.45;50
84710;D-231784;1.28;0
84714;D-223989;;0
84716;D-231427;0.10;0
84718;D-218905;13.48;50
84729;D-221225;2.70;50
84732;D-221226;2.70;50
84735;D-228925;7.80;50
84739;D-230226;2.14;50
84741;D-230227;2.14;0
84743;D-221141;1.80;37
84744;D-223319;;0
84747;D-221214;2.96;21
84748;D-194016;6.07;50
84752;D-194502;1.70;0
84758;D-195899;2.07;50
84769;D-199983;2.68;17
84778;D-213041;4.37;13
84788;D-214867;3.44;50
84796;D-226995;4.98;50
84809;D-230775;1.44;0
84814;D-230776;1.44;0
84819;D-230777;1.44;0
84824;D-230778;20.47;0
84830;D-231047;1.46;50
84835;D37-149049;5.82;0
84841;D-194151;4.00;20
84846;D-199970;6.07;50
84856;D-223362;10.79;50
84857;D-229269;30.90;0
84873;D-229270;32.50;0
84889;D-218916;5.48;50
84895;D-229289;2.98;0
84902;D-232034;;0
84907;D-207388;;0
84910;D23-149040LL;0.86;50
84914;D23-194172;1.09;0
84920;D-230519;3.45;0
85014;D-231897;13.49;15
85019;D-231898;13.49;17
85024;D-230259;1.07;0
85149;D-231926;8.75;9
85157;D-231927;8.75;50
85165;D-231928;9.25;50
85173;D-231929;9.25;50
85181;D-231913;7.60;35
85189;D-231915;5.60;50
85197;D-231917;10.90;0
85207;D-231919;9.70;50
85217;D-231921;5.60;50
85233;D-232091;49.61;10
85239;D-232092;;0
85245;D-232093;51.50;6
85250;D-232095;44.89;6
85255;D-232117;54.34;1
85263;D-232119;49.61;2
85332;D-232137;15.25;23
85337;D-232138;13.49;9
85961;D-232169;;0
85966;D-232168;27.46;6
85971;D-232170;24.29;14
85981;D-232145;20.45;50
85986;D-232144;20.45;32
86025;D-232083;24.13;0
86030;D-232082;24.13;0
86048;D-232428;;0
86053;D-232429;;0
86145;D-232080;16.03;1
86150;D-232081;16.03;22
86155;D-232136;;0
86185;D-232044;;0
86190;D-232043;;0
86430;D-232172;;0
86434;D-232171;;0
86462;D-232178;15.11;0
86467;D-232177;15.11;0
86472;D-232179;14.30;0
86477;D-232180;14.30;0
86496;D-231297;;0
86527;D-231327;;0
86529;D-244549;12.83;18
86531;D-232416;;0
86533;D-232413;;0
86535;D-230959;;0
86537;D-232417;;0
86539;D-232414;5.81;8
86559;D-232192;;0
86702;D-232506;;0
86883;D-232524;;0
86895;D-232517;;0
87027;D-232530;;0
87032;D-232529;;0
87429;D-232599;2.05;2
87431;D-232600;2.05;0
87433;D-232601;2.05;0
87435;D-232602;2.05;1
87437;D-232603;2.05;1
87439;D-232604;2.05;1
87441;D-232605;2.05;1
87443;D-232606;2.78;1
87445;D-232607;2.78;0
87447;D-232608;2.78;0
87449;D-232609;2.78;0
87451;D-232610;3.12;0
87453;D-232611;2.78;1
87455;D-232612;3.12;1
87457;D-232613;3.12;4
87459;D-232614;3.12;0
87461;D-232615;3.12;1
87463;D-232616;3.12;1
87465;D-232617;3.12;6
87467;D-232618;3.12;0
87469;D-232619;4.48;1
87471;D-232620;4.48;1
87473;D-232621;4.48;3
87475;D-232622;4.48;5
87477;D-232623;4.48;1
87479;D-232624;4.48;2
87481;D-232625;;0
87483;D-232626;5.98;0
87485;D-232627;5.98;1
87487;D-232628;5.98;3
87489;D-232629;5.98;3
87491;D-232630;5.98;5
87493;D-232631;5.98;1
87495;D-232632;6.83;0
87497;D-232633;6.83;3
87499;D-232634;6.83;0
87501;D-232635;6.83;3
87503;D-232636;6.83;0
87505;D-232637;6.83;1
87507;D-232638;6.83;0
87508;D-232556;3.84;0
87510;D-232557;;0
87512;D-232558;3.84;8
87514;D-232559;;0
87516;D-232560;2.56;0
87518;D-232561;2.56;0
87520;D-232562;2.56;1
87522;D-232563;2.56;0
87524;D-232565;2.56;2
87526;D-232566;2.56;3
87528;D-232567;;0
87530;D-232568;2.56;4
87532;D-232569;2.99;0
87534;D-232570;2.99;0
87536;D-232571;2.99;0
87538;D-232572;2.99;0
87540;D-232573;2.99;0
87542;D-232574;2.99;3
87552;D-232579;2.56;8
87554;D-232580;2.56;3
87556;D-232581;2.56;0
87558;D-232582;2.56;0
88428;D-232661;;0
88440;D-232665;;0
88461;D-232662;;0
88482;D-232469;;0
88488;D-232470;;0
88494;D-232471;17.08;4
88527;D-232593;17.54;21
88533;D-232594;17.54;18
88539;D-232595;17.26;4
88544;D-232596;;0
89806;D-232186;17.50;12
89809;D-232187;13.13;11
89812;D-227170;17.50;2
89818;D-227175;;0
89844;D-229710;;0
89872;D-230707;7.44;7
89877;D-230708;8.75;4
89956;D-231239;10.00;0
89992;D-232184;30.63;8
89997;D-232185;30.63;5
90002;D-232653;;0
90008;D-232650;43.73;9
90013;D-232651;56.56;6
90018;D-232652;56.56;6
90063;D-232448;2.20;50
90078;D-216321;2.31;8
90081;D-232547;;0
90083;D-232548;;0
90085;D-230918;2.52;3
90100;D-230275;2.35;2
90112;D-194262;0.30;50
90114;D-230931;1.92;1
90116;D-230913;1.64;11
90126;D-230917;2.52;49
90128;D-232598;1.07;0
90133;D-232544;1.71;0
90135;D-230916;2.52;28
90137;D-221110;2.30;0
90141;D-221579;0.60;50
90143;D-230291;2.14;1
90145;D-232537;;0
90147;D-232543;1.71;0
90150;D-232549;;0
90152;D-232538;;0
90154;D-232541;1.71;10
90157;D-232542;;0
90159;D-232550;2.05;4
90161;D-232539;;0
90163;D-232540;;0
90167;D-230930;1.92;9
90169;D-221578;0.60;50
90171;D-194339;0.30;42
90173;D-223990;0.60;50
90175;D-221218;1.46;50
90179;D-221171;1.47;0
90183;D-221112;2.30;0
90187;D47-149077;1.95;0
90196;D-218749;1.95;0
90298;D-232691;;0
90342;D-232701;;0
90414;D-232711;;0
90457;D-232696;;0
90672;D-232787;15.50;25
90677;D-232788;17.52;41
90682;D-232789;15.50;23
90687;D-232790;17.33;23
90693;D-232791;17.33;40
90699;D-232792;17.33;17
90700;D-232745;18.30;0
90702;D-232746;18.30;16
90707;D-231036;7.40;0
90714;D-231043;11.96;0
90715;D-231035;7.40;0
90716;D-232817;16.87;20
90721;D-232818;16.87;29
90726;D-232732;16.96;34
90732;D-232733;;0
90738;D-232819;;0
90743;D-232823;22.82;10
90748;D-232730;15.79;12
90753;D-232731;15.79;16
90758;D-232743;;0
90764;D-232744;21.36;26
90881;D-232800;;0
90981;D-220390;2.68;0
90991;D-221318;10.25;50
91132;1680BLACK;;0
91176;D-232864;;0
91180;D-232865;;0
91184;D-232866;;0
91188;D-232882;14.00;3
91192;D-232883;12.25;4
91195;D-232884;12.25;6
91198;D-232869;13.13;3
91202;D-232870;;0
91206;D-232871;;0
91209;D-232876;;0
91212;D-232877;13.13;1
91215;D-232875;11.38;1
91218;D-232886;24.50;0
91222;D-232887;24.50;1
91226;D-232888;24.50;1
91230;D-232890;24.50;0
91234;D-232878;11.81;2
91237;D-232879;;0
91302;D-231305;;0
91309;D-230100;6.84;23
91318;D-230335;;0
91331;D-230344;;0
91337;D-230348;5.38;50
91348;D-230351;;0
91361;D-230359;5.67;5
91367;D-230128;;0
91374;D-230329;;0
91377;D-229858;;0
91385;D-230013;;0
91392;D-230054;6.84;13
91397;D-230056;;0
91417;D-230091;5.98;37
91428;D-230092;5.38;50
91439;D-230103;5.38;9
91458;D-230121;6.27;13
91464;D-231299;6.76;22
91468;D-231300;6.76;32
91472;D-231301;;0
91475;D-232845;11.63;50
91479;D-232677;13.48;50
91488;D-232675;;0
91527;D-230014;;0
91534;D-230016;;0
91546;D-230067;;0
91555;D-230088;1.75;5
91563;D-230105;7.38;50
91572;D-230106;;0
91581;D-232840;;0
91585;D-232586;28.50;50
91594;D-232587;28.50;50
91603;D-232588;19.95;50
91611;D-232589;23.90;50
91619;D-232590;23.90;44
91627;D-232591;23.90;50
91635;D-232592;23.90;50
91681;D-232906;;0
91737;D-232913;;0
91749;D-232915;;0
91766;D-232921;;0
91790;D-232916;;0
92130;D-223998;3.38;0
92134;D-224012;5.59;0
92139;D-223296;;0
92142;D-223971;;0
92146;D-223972;;0
92150;D-223973;;0
92158;D-228510;20.29;1
92163;D-228511;;0
92168;D-228512;21.78;0
92174;D-228513;20.29;3
92179;D-228514;21.78;0
92185;D-228516;;0
92191;D-228519;;0
92197;D-228520;;0
92203;D-223224;14.11;0
92206;D-224010;42.45;1
92212;D-225019;5.20;0
92231;D-223927;12.94;0
92237;D-223928;12.94;2
92243;D-223929;;0
92248;D-224066;14.95;0
92252;D-228517;10.09;2
92266;D-228522;8.13;1
92273;D-228523;9.10;0
92280;D-228525;8.13;5
92287;D-223633;11.78;3
92290;D-223634;;0
92293;D-223635;16.77;5
92299;D-223995;12.47;0
92302;D-225022;6.24;0
92307;D-225616;12.48;1
92313;D-225617;;0
92318;D-226619;12.48;3
92324;D-226620;15.21;2
92330;D-230649;;0
92339;D-223916;;0
92344;D-223917;7.75;0
92349;D-223919;6.11;0
92355;D-223920;6.11;3
92369;D-223933;14.63;0
92372;D-223935;;0
92375;D-223942;;0
92378;D-223210;7.42;1
92379;D-224003;33.16;1
92384;D-222135;33.85;0
92389;D-223220;11.05;0
92393;D-223636;31.91;2
92397;D-225227;8.65;1
92402;D-229171;14.11;1
92410;D-223290;;0
92412;D-223948;14.63;12
92413;D-232200;44.98;1
92426;D-223966;5.41;1
92429;D-223967;5.41;1
92432;D-223968;14.29;0
92440;D-224021;33.48;0
92447;D-225016;10.09;4
92451;D-225230;;0
92459;D-225236;5.98;2
92464;D-228501;7.42;0
92474;D-228502;7.42;1
92485;D-228503;;0
92496;D-228504;;0
92508;D-232202;7.02;0
92513;D-232203;7.02;1
92518;D-232204;8.78;1
92524;D-232205;8.78;3
92530;D-233069;;0
92550;D-223624;13.92;0
92553;D-223625;13.92;0
92556;D-223626;13.92;0
92559;D-223628;13.92;1
92565;D-223629;13.92;2
92568;D-223630;13.92;0
92571;D-223631;13.92;2
92575;D-224002;31.07;2
92580;D-224020;37.57;0
92597;D-225226;3.59;22
92601;D-222150;;0
92604;D-228518;7.35;0
92610;D-222136;;0
92617;D-222146;;0
92622;D-222147;7.67;7
92629;D-222149;9.04;1
92633;D-222153;;0
92636;D-223292;36.87;1
92640;D-224998;13.07;2
92644;D-224999;;0
92649;D-225000;;0
92660;D-225008;;0
92676;D-225014;;0
92680;D-225015;12.35;2
92683;D-230752;;0
92693;D-231199;44.98;1
92700;D-232196;50.43;0
92709;D-232197;44.98;2
92717;D-232198;50.44;2
92725;D-232201;44.98;1
92733;D-233075;20.85;1
92744;D-233077;;0
92759;D-229147;9.15;1
92764;D-223974;20.28;0
92770;D-223212;15.34;2
92773;D-223297;12.47;0
92776;D-223298;24.64;0
92779;D-223299;4.62;0
92782;D-223604;10.34;5
92797;D-223612;6.63;1
92802;D-223614;7.46;0
92807;D-223616;;0
92810;D-223618;14.30;1
92813;D-223619;16.32;1
92816;D-223804;14.48;0
92820;D-223808;;0
92823;D-223813;14.76;1
92826;D-223814;7.67;4
92829;D-223815;7.67;1
92832;D-223820;;0
92838;D-223824;25.17;0
92841;D-223825;;0
92849;D-223949;11.64;7
92852;D-228498;;0
92864;D-228499;12.09;0
92874;D-228500;12.09;1
92883;D-228505;;0
92892;D-228506;;0
92903;D-228507;;0
92914;D-228508;22.17;1
92923;D-228524;81.06;2
92934;D-229176;34.05;0
92943;D-229179;7.80;2
92952;D-229180;;0
92959;D-229181;7.80;0
92967;D-229182;7.80;2
92985;D-229184;7.80;3
93004;D-230754;;0
93015;D-233068;6.94;0
93027;D-223621;17.62;1
93030;D-223803;13.33;3
93033;D-223816;10.47;0
93036;D-223819;;0
93039;D-223822;46.32;2
93042;D-223952;3.11;0
93045;D-223953;3.11;0
93050;D-223219;;0
93053;D-223806;;0
93056;D-229169;8.45;0
93063;D-229170;8.45;2
93071;D-229172;14.11;0
93079;D-229173;14.11;0
93087;D-229174;20.15;5
93095;D-229175;20.15;3
93103;D-223910;;0
93107;D-223911;15.93;2
93111;D-223915;7.09;3
93114;D-229144;6.31;2
93121;D-229185;19.76;1
93127;D-229186;;0
93134;D-229187;12.48;2
93140;D-229188;13.27;2
93147;D-229189;12.99;1
93154;D-229190;25.09;0
93161;D-229191;;0
93168;D-223805;16.97;1
93173;D-223943;;0
93176;D-223944;21.37;0
93203;D-225009;34.05;0
93209;D-225021;;0
93214;D-229141;21.14;2
93222;D-229143;;0
93249;D-230648;;0
93260;D-230750;27.18;0
93270;D-225233;28.60;1
93273;D-223613;6.63;2
93278;D-223809;4.62;14
93281;D-223957;3.43;0
93284;D-223970;4.42;2
93287;D-225232;;0
93291;D-225234;;0
93294;D-225235;17.63;0
93304;D-233062;5.98;2
93313;D-233063;5.98;0
93322;D-233064;5.98;2
93331;D-233065;6.45;2
93340;D-233066;6.94;0
93353;D-233067;6.94;0
93367;D-223221;6.44;0
93370;D-223623;11.77;1
93373;D-223996;;0
93378;D-223997;20.02;4
93382;D-223226;;0
93389;RD 259;138.04;3
93395;RD 182;170.68;1
93406;RD292;32.64;6
93415;RD401;47.60;2
93421;D-233096;;0
93427;D-233097;;0
93433;D-233104;26.00;2
93440;D-233092;11.38;1
93446;D-233093;11.38;1
93451;D-233124;;0
93454;D-233125;17.01;12
93457;D-233123;17.01;29
93460;D-233114;25.50;29
93464;D-233115;27.20;8
93468;D-233127;58.48;11
93472;D-233094;;0
93478;D-233095;13.00;4
93484;D-233116;23.81;3
93488;D-233118;25.50;3
93492;D-233117;25.50;6
93496;D-233120;29.25;3
93500;D-233122;48.75;4
93504;D-233121;47.60;8
93508;D-233119;27.20;11
93512;D-233126;17.01;15
93515;D-233100;14.63;1
93521;D-233101;;0
93527;D-233102;;0
93533;D-233103;;0
93539;D-233098;;0
93545;D-233099;;0
93826;D-233073;21.66;1
93841;D-233030;;0
93860;D-233035;20.74;2
93873;D-233036;;0
93886;D-233043;25.81;0
93903;D-233044;25.68;0
93914;D-233058;;0
93926;D-233059;22.30;1
93938;D-233060;;0
93950;D-233061;20.58;2
93962;D-233074;28.15;2
93975;D-233076;;0
94000;D-233079;;0
94016;D-233080;33.54;1
94031;D-233081;;0
94046;D-233082;;0
94058;D-233083;;0
94070;D-233084;;0
94082;D-233085;28.93;0
94094;D-233037;19.18;3
94116;D-233050;7.42;6
94128;D-233051;7.42;1
94142;D-233052;7.42;0
94154;D-233053;7.42;3
94166;D-233033;4.42;0
94179;D-233034;4.42;0
94193;D-233040;20.54;0
94197;D-233042;20.53;0
94201;D-233054;;0
94213;D-233055;17.10;6
94225;D-233056;;0
94237;D-233057;;0
94249;D-233087;;0
94262;D-233088;;0
94275;D-233089;;0
94288;D-233091;;0
94302;D-233047;;0
94313;D-233070;12.47;0
94324;D-233071;12.47;1
94335;D-233072;;0
94374;D-233530;24.41;50
94419;D-233268;12.65;0
94426;D-233269;12.65;3
94447;D-233294;12.90;1
94454;D-233295;12.90;0
94461;D-233326;28.15;3
94468;D-233327;28.15;1
94475;D-233278;12.80;3
94482;D-233279;12.80;3
94489;D-233306;;0
94496;D-233307;;0
94503;D-233310;14.99;2
94510;D-233311;14.99;2
94517;D-233312;15.48;1
94524;D-233313;15.48;4
94531;D-233314;14.99;2
94538;D-233315;14.99;2
94545;D-233272;9.44;0
94552;D-233273;9.44;1
94559;D-233274;13.51;2
94566;D-233275;13.51;0
94573;D-233276;7.79;1
94580;D-233277;;0
94587;D-233280;;0
94594;D-233281;;0
94601;D-233282;10.45;4
94608;D-233283;10.45;2
94615;D-233284;12.43;1
94622;D-233285;12.43;1
94629;D-233286;14.99;0
94636;D-233287;14.99;1
94643;D-233288;;0
94650;D-233289;;0
94671;D-233298;12.71;2
94678;D-233299;12.71;1
94685;D-233302;;0
94692;D-233303;;0
94699;D-233330;;0
94706;D-233331;12.63;1
94713;D-233290;22.99;4
94720;D-233291;22.99;1
94727;D-233292;18.58;1
94734;D-233293;18.58;2
94741;D-233301;15.34;2
94748;D-233304;;0
94755;D-233305;13.85;0
94762;D-233308;;0
94769;D-233309;;0
94776;D-233316;28.59;3
94785;D-233317;28.59;2
94794;D-233318;36.87;1
94801;D-233319;36.87;0
94808;D-233320;37.06;1
94815;D-233321;37.06;1
94822;D-233322;24.55;4
94827;D-233323;24.55;1
94832;D-233324;25.55;1
94841;D-233325;25.55;1
94850;D-233328;25.51;1
94857;D-233329;25.51;3
94864;D-222257;7.14;17
94877;D-226899;;0
95023;D-233439;;0
95035;D-233458;;0
95044;D-233440;;0
95058;D-233441;;0
95077;D-233444;;0
95084;D-233466;;0
95092;D-233465;;0
95119;D-233512;;0
95126;D-233516;;0
95131;D-233513;;0
95138;D-232437;17.80;50
95148;D-232438;23.90;50
95197;D-234004;;0
95202;D-234003;;0
95207;D-234002;;0
95212;D-234005;;0
95217;D-234016;;0
95222;D-234015;;0
95227;D-234014;;0
95232;D-234017;;0
95237;D-234000;;0
95242;D-233999;;0
95247;D-233998;;0
95252;D-234001;;0
95257;D-234008;;0
95262;D-234007;;0
95267;D-234006;;0
95272;D-234009;;0
95277;D-233996;;0
95282;D-233995;;0
95287;D-233994;;0
95292;D-233997;6.71;1
95297;D-234012;;0
95302;D-234011;;0
95307;D-234010;;0
95312;D-234013;;0
95317;D-234024;;0
95321;D-234023;16.41;1
95325;D-234022;16.41;2
95329;D-234025;16.41;2
95333;D-234020;13.42;1
95338;D-234019;;0
95343;D-234018;;0
95348;D-234021;13.42;1
95353;D-234068;;0
95358;D-234067;;0
95363;D-234066;;0
95368;D-234069;;0
95373;D-234080;;0
95378;D-234079;;0
95383;D-234078;8.95;1
95388;D-234081;8.95;2
95393;D-234064;8.95;0
95398;D-234063;;0
95403;D-234062;;0
95408;D-234065;;0
95413;D-234072;;0
95417;D-234071;;0
95421;D-234070;;0
95425;D-234073;;0
95429;D-234060;8.20;1
95434;D-234059;;0
95439;D-234058;;0
95444;D-234061;8.20;1
95449;D-234076;;0
95454;D-234075;;0
95459;D-234074;;0
95464;D-234077;;0
95469;D-234088;;0
95473;D-234087;;0
95477;D-234086;14.17;1
95481;D-234089;14.17;2
95485;D-234084;10.81;1
95490;D-234083;;0
95495;D-234082;10.81;1
95500;D-234085;10.81;1
95553;D-233666;14.92;2
95563;D-233668;14.92;2
95568;D-233669;14.92;2
95573;D-233670;17.90;2
95579;D-233672;17.90;1
95582;D-233673;;0
95585;D-233762;;0
95590;D-233763;;0
95595;D-233764;;0
95600;D-233765;8.95;2
