id;sku;dealer_price;available_stock
37480;D-224102;6.79;5
37481;D-224106;3.20;9
37490;D-224108;5.32;0
37491;D-224109;4.95;31
37493;D-224112;8.89;50
37494;D-224113;8.50;0
37495;D-224114;14.20;50
37496;D-224115;10.82;50
37498;D-224117;8.45;50
37499;D-224118;10.20;50
37500;D-224121;2.06;50
37501;D-224123;1.92;50
37502;D-224130;3.36;2
37503;D-224135;3.97;50
37504;D-224141;7.56;50
37506;D-224919;13.90;50
37507;D-224920;9.40;50
37508;D-224921;10.65;50
37509;D-224922;8.45;28
37510;D-224923;13.80;50
37511;D-224924;13.80;50
37512;D-224925;10.20;50
37513;D-224926;14.20;50
37514;D-224927;10.30;50
37515;D-224928;11.60;50
37516;D-224929;14.50;50
37517;D-224930;14.50;50
37518;D-224931;8.75;50
37519;D-224933;11.20;50
37520;D-224934;8.20;50
37521;D-224937;8.70;50
37523;D-224943;;0
37532;D-224994;10.65;50
37536;D-225031;12.90;50
37537;D-225032;12.90;50
37538;D-225100;6.60;35
37539;D-225103;6.60;50
37540;D-225104;6.60;50
37541;D-225242;4.24;50
37542;D-225311;18.08;19
37545;D-225360;;0
37554;D-225371;21.30;50
37555;D-225372;21.30;50
37556;D-225373;19.85;50
37557;D-225374;19.85;50
37558;D-225375;;0
37559;D-225376;17.40;50
37560;D-225377;24.95;50
37561;D-225378;24.95;50
37562;D-225379;9.95;50
37563;D-225380;9.95;50
37569;D-225440;;0
37570;D-225441;;0
37571;D-225442;;0
37572;D-225443;;0
37573;D-225444;;0
37574;D-225445;;0
37575;D-225446;;0
37576;D-225447;;0
37577;D-225448;;0
37578;D-225449;;0
37580;D-225461;;0
37581;D-225462;;0
37582;D-225463;;0
37583;D-225464;;0
37584;D-225465;;0
37586;D-225467;;0
37587;D-225468;;0
37588;D-225469;;0
37589;D-225470;;0
37590;D-225471;;0
37591;D-225472;;0
37592;D-225473;;0
37593;D-225474;;0
37594;D-225476;2.01;50
37598;D-225484;0.72;50
37599;D-225490;0.72;50
37604;D-225494;0.72;50
37609;D-225495;2.40;50
37614;D-225497;2.40;50
37619;D-225499;2.95;50
37622;D-225580;;0
37627;D-225581;;0
37632;D-225582;2.50;50
37637;D-225585;1.86;50
37641;D-225586;7.44;41
37647;D-225611;9.95;50
37648;D-225612;9.95;50
37649;D-225613;9.95;47
37650;D-225614;9.95;50
37651;D-225615;9.95;50
37652;D-225622;;0
37655;D-225732;;0
37656;D-225733;12.17;50
37657;D-225734;12.17;49
37658;D-225735;11.67;50
37659;D-225737;7.50;50
37660;D-225738;16.27;50
37661;D-225780;;0
37665;D-225824;;0
37668;D-225827;;0
37671;D-225830;;0
37677;D-226678;6.87;50
37678;D-226679;7.09;50
37679;D-226680;5.68;50
37680;D-226681;5.68;50
37681;D-226682;7.98;50
37682;D-226683;;0
37683;D-226684;;0
37684;D-226685;;0
37685;D-226686;;0
37686;D-226687;;0
37687;D-226690;7.20;0
37688;D-226691;4.90;43
37689;D-226692;3.15;2
37690;D-226693;3.25;0
37691;D-226694;11.96;0
37692;D-226695;7.35;45
37693;D-226696;7.98;50
37694;D-226697;7.00;50
37695;D-226698;6.30;0
37696;D-226699;5.60;0
37697;D-226720;5.25;0
37698;D-226721;4.89;50
37700;D-226724;8.05;0
37701;D-226725;3.30;50
37702;D-226726;2.98;50
37703;D-226727;4.20;8
37704;D-226728;2.95;50
37705;D-226729;2.10;0
37706;D-226730;2.95;50
37707;D-226731;4.80;21
37708;D-226732;2.55;50
37709;D-226733;2.95;50
37710;D-226734;2.95;6
37711;D-226735;4.41;50
37712;D-226760;15.25;22
37718;D-226762;15.25;21
37722;D-226864;6.79;50
37724;D-226909;2.79;40
37725;D-226910;3.15;0
37726;D-226911;2.79;6
37727;D-226913;2.35;0
37728;D-226914;3.90;0
37729;D-226915;4.70;8
37730;D-226916;8.50;44
37732;D-226918;2.48;50
37733;D-226919;2.48;50
37734;D-226920;2.48;50
37735;D-226921;3.30;50
37736;D-226922;3.75;50
37737;D-226923;8.85;36
37738;D-226924;8.85;0
37739;D-226925;3.30;42
37740;D-226926;2.45;35
37741;D-226928;2.45;0
37742;D-226929;2.45;0
37743;D-226940;2.45;28
37744;D-226941;2.45;0
37745;D-226945;;0
37746;D-226947;;0
37749;D-226993;0.21;50
37750;D-226994;3.92;50
37751;D-227015;5.90;17
37752;D-227016;3.28;50
37753;D-227021;5.90;25
37754;D-227030;11.90;7
37755;D-227031;;0
37756;D-227032;;0
37757;D-227033;;0
37758;D-227034;;0
37759;D-227036;;0
37760;D-227039;;0
37761;D-227060;;0
37762;D-227061;14.86;36
37763;D-227062;;0
37764;D-227077;0.85;50
37768;D-227078;1.68;50
37769;D-227079;2.98;50
37770;D-227080;19.95;0
37771;D-227081;19.95;50
37772;D-227082;19.95;50
37773;D-227083;19.95;50
37774;D-227086;24.50;0
37775;D-227091;22.40;0
37776;D-227092;23.50;50
37777;D-227093;23.50;39
37779;D-227141;5.89;50
37780;D-227142;5.89;17
37781;D-227143;6.98;50
37782;D-227144;6.98;50
37783;D-227145;6.98;50
37784;D-227146;10.16;50
37785;D-227147;10.16;50
37786;D-227148;10.16;50
37787;D-227149;5.98;29
37788;D-227184;23.90;18
37789;D-227185;23.90;29
37790;D-227186;23.90;17
37791;D-227187;25.89;29
37792;D-227188;25.89;29
37793;D-227189;25.89;29
37794;D-227190;27.89;29
37795;D-227191;27.89;29
37796;D-227192;27.89;29
37797;D-227196;;0
37798;D-227197;;0
37799;D-227198;;0
37800;D-227199;;0
37801;D-227201;11.63;50
37802;D-227204;11.59;50
37803;D-227205;11.59;50
37804;D-227206;6.98;50
37805;D-227207;4.69;50
37806;D-227208;4.56;50
37807;D-227209;;0
37808;D-227210;6.85;0
37809;D-227211;5.10;0
37810;D-227212;5.10;0
37811;D-227213;6.96;35
37812;D-227214;6.96;12
37813;D-227215;13.40;50
37814;D-227216;22.90;50
37819;D-227227;2.45;50
37820;D-227228;4.35;50
37821;D-227229;6.35;50
37822;D-227230;7.20;50
37823;D-227231;8.48;50
37824;D-227233;5.37;50
37830;D-227245;4.06;50
37831;D-227246;4.06;50
37832;D-227247;4.46;50
37833;D-227248;4.46;50
37834;D-227249;5.06;0
37835;D-227250;5.48;2
37836;D-227253;;0
37837;D-227256;;0
37838;D-227257;;0
37839;D-227258;;0
37840;D-227259;;0
37841;D-227260;;0
37842;D-227261;;0
37843;D-227264;;0
37844;D-227265;;0
37845;D-227266;;0
37846;D-227267;;0
37847;D-227268;;0
37848;D-227269;;0
37849;D-227270;5.06;31
37850;D-227274;3.98;19
37851;D-227275;3.78;36
37852;D-227276;3.78;14
37855;D-227282;;0
37856;D-227284;;0
37857;D-227285;3.55;50
37858;D-227286;;0
37859;D-227287;;0
37860;D-227290;13.48;0
37861;D-227291;14.30;0
37862;D-227292;16.61;4
37863;D-227293;16.61;50
37864;D-227294;13.83;50
37865;D-227295;12.48;50
37866;D-227296;11.70;50
37868;D-227300;8.54;50
37869;D-227301;24.95;0
37870;D-227302;26.95;50
37871;D-227303;24.95;50
37872;D-227304;26.95;4
37873;D-227305;24.85;0
37874;D-227306;23.95;50
37875;D-227307;23.09;50
37876;D-227308;49.95;50
37877;D-227309;46.96;50
37878;D-227310;44.32;50
37879;D-227311;46.96;50
37880;D-227312;2.76;50
37881;D-227313;;0
37882;D-227314;2.76;50
37884;D-227316;2.66;50
37886;D-227318;4.50;0
37887;D-227319;6.20;38
37888;D-227334;2.30;50
37889;D-227345;2.04;8
37890;D-227420;2.76;50
37891;D-227422;6.96;50
37892;D-227423;7.68;50
37893;D-227424;8.86;50
37894;D-227426;5.16;50
37895;D-227440;6.93;50
37896;D-227441;;0
37897;D-227442;;0
37898;D-227443;;0
37899;D-227446;;0
37911;D-227448;;0
37912;D-227449;;0
37913;D-227450;5.98;50
37914;D-227451;23.57;50
37915;D-227452;19.16;50
37916;D-227454;21.96;50
37917;D-227455;24.94;41
37918;D-227457;27.21;50
37919;D-227458;33.95;35
37920;D-227459;29.94;50
37921;D-227462;1.60;50
37922;D-227463;1.96;50
37923;D-227464;1.60;27
37924;D-227466;;0
37925;D-227512;;0
37926;D-227517;;0
37930;D-227519;;0
37934;D-227546;;0
37935;D-227565;26.70;40
37936;D-227568;26.70;50
37937;D-227610;;0
37938;D-227611;6.68;50
37939;D-227612;19.95;50
37940;D-227613;19.95;50
37941;D-227614;3.48;23
37942;D-227615;3.68;50
37943;D-227616;3.96;50
37944;D-227617;8.90;0
37945;D-227618;9.50;50
37946;D-227619;4.93;0
37947;D-227620;;0
37948;D-227621;;0
37949;D-227622;;0
37950;D-227623;;0
37952;D-227625;;0
37953;D-227626;;0
37954;D-227627;;0
37955;D-227628;;0
37956;D-227630;7.60;0
37957;D-227631;8.90;31
37958;D-227632;7.60;50
37959;D-227633;7.70;0
37960;D-227634;7.25;50
37961;D-227635;7.60;0
37962;D-227636;9.20;0
37965;D-227639;14.45;0
37966;D-227640;5.70;23
37967;D-227641;5.93;50
37968;D-227746;;0
37972;D-227937;4.15;6
37974;D-227998;7.80;0
37975;D-228111;14.77;0
37977;D-228130;19.95;50
37979;D-228354;;0
37980;D-228360;19.65;44
37981;D-228361;18.50;0
37982;D-228362;22.50;0
37983;D-228363;20.20;50
37984;D-228364;23.90;18
37985;D-228443;;0
37987;D-228450;6.98;50
37988;D-228451;6.98;50
37989;D-228452;6.98;50
37990;D-228458;6.98;50
37991;D-228459;6.98;50
37992;D-228460;6.98;50
37996;D-228556;14.50;50
37997;D-228557;13.55;28
37998;D-228558;16.45;50
37999;D-228559;13.60;0
38000;D-228563;11.60;50
38001;D-228564;14.50;30
38002;D-228565;14.60;50
38003;D-228566;16.60;48
38004;D-228567;14.20;50
38005;D-228568;11.75;50
38006;D-228569;16.60;46
38007;D-228570;12.40;50
38008;D-228654;1.20;50
38009;D-228655;1.46;50
38011;D-228657;0.90;50
38012;D-228658;0.90;50
38013;D-228659;5.95;50
38014;D-228660;5.95;50
38015;D-228661;5.95;50
38016;D-228667;7.14;12
38025;D-525243;;0
38026;D-525247;;0
38027;D-525248;;0
38040;D11-201197;7.01;0
38041;D11-201198;7.01;0
38042;D11-201199;7.01;29
38043;D11-201221;6.70;50
38044;D11-201223;6.70;50
38045;D11-201225;6.70;50
38046;D11-201355;6.70;50
38047;D11-201360;6.36;50
38048;D11702;2.91;50
38049;D11704;7.33;50
38050;D11713;6.91;50
38051;D11790;6.91;50
38052;D12-201194;13.40;50
38053;D12-201195;8.92;50
38054;D12-201196;13.40;50
38055;D12-201347;14.04;50
38056;D12000;2.78;50
38057;D15-201245;4.93;50
38059;D15-201363;5.15;50
38060;D15613;3.29;18
38062;D17-20640;4.69;50
38063;D21776;3.85;50
38067;D24-149095LL;6.43;50
38068;D24-149095RS;6.43;19
38070;D24-194026;6.32;11
38071;D24-194095LL;5.46;50
38072;D24-194095RS;5.46;0
38074;D31-22615;12.91;50
38075;D32-149121;1.46;0
38076;D34-149094LL;5.22;42
38077;D34-149094RS;5.22;50
38078;D46-149088LL;3.52;0
38079;D46-149088RS;3.52;24
38080;D47-194157;1.95;0
38081;D47-194158;1.95;0
38083;D52-TE16XX;1.96;50
38087;D55-21768;6.54;49
38088;D55-21772;3.85;23
38089;D57-149022RS;0.61;50
38090;D57-149023RS;1.46;50
38091;D61-TE01CAN;2.06;50
38092;D61-TE01CHO;2.06;33
38093;D61-TE01LCOCO;2.06;50
38094;D61-TE01NUE;2.06;49
38095;D61-TE11CAR;0.22;25
38096;D61-TE11CHO;0.22;43
38097;D61-TE11COCO;0.22;50
38098;D61-TE11ROJO;0.22;47
38099;D62-11030;2.40;50
38101;D62-21030;2.40;9
38103;D62-21100;5.94;31
38104;D62-22100;6.17;0
38105;D62-51201;6.70;0
38106;D62-52030;4.44;18
38108;D62-53030;5.18;5
38109;D62-54030;5.18;6
38110;D63-194247;7.74;50
38111;D63-194248;4.94;0
38112;D63-194249;4.94;50
38113;D63-194250;4.94;50
38114;D64-194183;3.45;50
38115;D64-194184;3.45;50
38116;D64-194186;2.94;50
38117;D65-149096LL;1.46;50
38118;D65-149096RJ;2.25;50
38119;D65-149096RS;1.46;6
38120;D65-149097LL;1.70;0
38121;D65-149097RJ;2.07;50
38122;D66-194148LL;1.95;50
38128;PD3386-00;17.68;49
38129;PD4922-12;18.60;19
38130;PD5505-21;16.32;0
43771;D-223876;27.46;0
44894;D-224015;5.73;0
44899;D-225020;3.59;0
44904;D-225058;2.42;0
44914;PD2943-00;18.37;4
44921;PD5306-11;;0
44927;PD5922-23;7.14;4
44932;D-223975;5.64;0
44933;D-220193;;0
44936;D-223934;;0
44939;PD3607-26;3.58;18
44942;D-225229;9.28;3
44948;PD2966-20;8.16;45
44956;RD 229;;0
44962;D-229094;;0
44968;D-207057;5.74;16
44977;D-213049;7.43;27
44991;PD4629-23;;0
44996;1001 RED;3.15;10
44998;1068 BLACK;;0
45001;9002 BLACK;4.38;7
45003;9020 BLACK;2.45;19
45004;D-210559;3.50;6
45034;PD4025-23;;0
45042;D-228668;7.14;6
45055;D-201403;3.32;42
45059;D-205305;3.42;3
45061;D-202931;10.75;0
45063;D-207864;2.94;21
45067;D-207320;11.50;15
45081;D-205219;2.75;9
45098;D-201723;4.79;0
45104;D-226881;7.06;1
45106;D-228890;12.38;13
45116;PD3988-27;16.90;3
45129;D-194490;4.25;50
45143;D-219602;13.04;7
45154;D-228036;10.76;50
45166;D-228897;;0
45183;PD3273-00;;0
45187;PD4114-21;14.96;18
45198;D-221727;8.09;1
45218;PD5403-21;17.00;14
45227;PD5510-21;20.40;4
45233;PD5560-21;15.30;1
45247;D-205353;10.01;0
45249;D-205360;18.10;0
45252;D-205367;20.98;0
45255;D-205423;20.70;3
45258;D-216320;2.31;5
45267;D-212060;9.70;0
45286;PD4657-23;9.43;14
45290;D-196740;76.97;7
45295;D-213809;35.92;8
45305;D-222675;90.62;8
45334;D-221240;104.29;3
45344;D-227095;86.00;13
45349;D-213029;;0
45375;PD5909-23;18.20;2
45383;PD5927-23;16.32;31
45390;PD4663-23;14.29;0
45395;D-214797;23.22;3
45407;D-228729;;0
45410;D-223215;5.98;0
45414;D-218174;4.06;0
45425;D-223160;23.01;12
45469;D-222256;7.14;0
45472;D-227376;7.14;5
45499;D-227524;;0
45523;D-227677;;0
45527;D-199228;16.92;17
45531;D-220534;3.68;8
45533;D-222402;3.68;7
45539;D-220504;12.48;0
45543;D-209289;4.99;27
45565;D-201714;3.46;0
45600;PD4402-00;;0
45616;D-214851;18.23;32
45631;D-214852;19.10;40
45661;PD3255-20;13.65;32
45672;D-219162;7.16;0
45686;D-211891;5.67;0
45688;D-218524;13.91;2
45690;D-220798;5.94;0
45698;D-227417;;0
45702;D-227604;;0
45708;D-221241;104.29;2
45738;D-222218;3.89;19
45749;D-211742;3.11;2
45760;PD4432-00;17.01;21
45768;D-216248;8.09;11
45772;D-223164;42.64;3
45782;D-227152;81.25;8
45804;D-220005;10.30;13
45814;D-229093;;0
45830;D-205202;10.05;50
45840;D-219210;4.00;0
45845;D-219326;9.47;16
45868;PD3731-23;27.20;0
45869;D-216362;7.14;0
45872;D-222309;7.14;11
45875;1905 BEIGE;3.50;3
45876;D-210555;;0
45902;D-227731;;0
45917;D-227527;;0
45921;D-227720;;0
45941;D-228345;3.29;37
45945;D-201726;6.52;2
45948;D-209378;;0
45953;D-227009;6.68;48
45955;D-225488;17.63;25
45965;D-217900;58.50;4
45982;D-211044;13.46;26
45986;PD3987-27;5.78;50
45995;D-194486;7.53;31
46010;D-211764;11.90;25
46020;D-213815;36.10;4
46027;D-214850;22.05;37
46043;D-219601;13.04;12
46053;D-220415;;0
46059;PD3289-00;21.45;16
46067;D-199141;16.63;8
46070;D-219167;4.61;0
46078;PD4308-21;;0
46081;PD5516-21;11.90;2
46085;D-205381;8.38;4
46087;D-218577;22.89;5
46088;D-214855;6.41;0
46105;D-219244;1.21;1
46111;PD4642-23;7.82;0
46125;D-222112;;0
46141;D-211792;1.70;10
46148;RD500;14.96;8
46154;D-220195;;0
46163;D-222968;14.38;2
46165;D-223167;38.09;0
46177;RD250-21;12.03;11
46178;D-203973;10.05;1
46185;D-216846;20.31;16
46191;D-218010;;0
46202;D-223877;27.46;0
46208;PD4460-23;6.80;50
46214;D-222321;7.14;15
46217;D-227433;;0
46221;D-213781;12.89;3
46224;D-210274;;0
46226;D-210554;;0
46228;D-210565;2.63;13
46230;D-212746;3.50;6
46241;D-222180;3.50;6
46250;D-201729;6.51;15
46258;D-201648;5.72;25
46264;D-209283;4.99;39
46266;D-209286;4.99;12
46268;D11-201217;;0
46285;RD 240;14.29;1
46290;PD2191-23;34.00;6
46296;PD4424-00;15.93;2
46303;D-213783;14.73;11
46307;PD3807-00;8.16;13
46312;PD4443-23;7.82;8
46328;D-213814;36.10;4
46336;D-214862;18.34;24
46348;PD4115-21;17.01;0
46354;PD4127-21;32.50;2
46360;PD5966-23;2.72;8
46361;D-203265;4.14;7
46370;PD5507-21;12.92;0
46376;PD5509-21;17.00;0
46382;PD5603-21;;0
46389;D-205366;12.72;1
46405;D-207041;19.05;1
46413;D-225296;;0
46427;D-222028;81.52;5
46437;D-229245;25.94;0
46450;D-213057;;0
46453;D-194909;9.00;48
46456;D-223999;3.38;0
46457;PD3232-23;;0
46466;D-207064;10.30;50
46474;D-211735;2.69;50
46483;D-218782;2.30;50
46503;D-219251;2.55;25
46530;D-229091;7.42;6
46538;D-212473;;0
46540;D-220518;3.68;11
46550;D-216117;7.14;2
46552;D-226884;8.56;7
46554;D-201711;4.79;0
46561;PD3742-23;17.55;3
46568;D-222230;4.94;0
46571;D-224979;9.38;6
46581;D-213749;6.07;0
46588;D-228348;;0
46593;D-201614;11.06;4
46596;D-221975;5.85;1
46599;PD5502-21;8.16;2
46600;PD5522-21;;0
46613;D-221966;;0
46621;D-227479;;0
46625;D-219195;;0
46637;D-205452;3.12;50
46638;PD5819-12;22.45;18
46646;PD5902-23;7.14;22
46654;PD3926-00;10.21;4
46674;D-199371;3.94;50
46685;D-212602;1.31;12
46697;D-224153;3.52;18
46698;D-199227;10.25;50
46702;D-228893;17.47;0
46704;D-203241;4.44;5
46706;D-203243;6.40;4
46712;D14521;8.00;50
46716;D-208340;12.48;0
46721;PD4667-23;12.24;0
46726;RD422;3.74;19
46732;RD423;3.74;20
46738;PD5523-21;;0
46748;D-207042;13.10;16
46761;D-214793;2.04;0
46768;D-219200;7.90;50
46787;D-194911;4.50;50
46790;D-224001;3.38;0
46814;D-205199;12.21;4
46845;D-227506;;0
46846;D-222105;;0
46848;D-222096;4.36;8
46850;D-221573;6.15;50
46853;D-228895;6.72;2
46855;D-218061;5.60;16
46857;D-208374;5.14;25
46866;D-214849;26.49;23
46882;D-220353;7.66;22
46894;D-228898;;0
46901;PD3260-23;6.13;16
46904;D-197909;8.43;13
46908;D-222832;18.65;3
46913;D-216318;2.31;5
46916;D-218522;22.70;0
46929;D-222029;81.52;3
46933;D-222030;81.52;2
46937;D-222227;6.88;10
46939;D-205451;3.12;50
46949;D-223161;26.85;0
46954;D-199963;;0
46965;D-212604;1.31;0
46968;D-220468;14.21;0
46981;D-227470;;0
46985;D-215552;;0
46986;D-201643;2.30;50
46989;D-201270;5.94;8
46991;D-212464;;0
46993;D-228888;5.38;50
46998;D-201410;6.99;34
47002;D51-TE03CAR;2.43;0
47010;PD2184-00;9.75;44
47015;PD3996-27;6.80;37
47022;D-214858;14.04;1
47038;D-214866;12.32;0
47053;D-214870;3.44;50
47073;D-218519;7.32;0
47078;D-224162;23.52;12
47084;D-227689;;0
47088;D-229243;25.94;34
47102;D-222221;3.89;8
47105;D-208713;0.61;50
47111;D-221988;1.17;18
47112;D-211743;9.33;18
47122;D-211785;8.98;19
47131;D-205178;9.47;21
47140;D-219208;4.00;22
47156;D-216610;6.43;0
47161;D-194280;9.31;2
47176;D-214856;13.43;30
47192;D-214857;11.09;0
47193;D-214865;12.68;4
47208;D-218291;;0
47217;D-205373;21.95;0
47219;D-208609;5.57;0
47225;D-225460;;0
47226;PD5905-23;4.77;44
47232;D-225048;8.07;0
47235;D-199964;12.14;7
47247;D-205177;6.68;0
47256;D-205188;7.29;9
47264;D-212349;5.58;2
47267;D-219304;2.30;50
47276;D-221801;9.57;24
47279;D-227576;;0
47289;D-215963;12.25;50
47292;D-201737;;0
47295;RD 286;14.29;3
47299;D-228858;5.80;0
47301;D-212559;;0
47304;D-219196;10.17;18
47317;D-218745;2.10;50
47333;D-219325;2.30;50
47356;D-228899;;0
47368;D-219327;6.43;0
47374;D-219328;5.82;0
47380;D-219329;4.37;0
47386;D-219645;5.82;1
47392;PD4320-01;11.70;4
47396;D-205391;8.19;18
47397;D-208605;8.66;0
47399;D-215792;7.75;0
47410;D-227406;;0
47411;D-196532;13.50;34
47414;D-224000;3.38;0
47418;D-224971;8.38;0
47420;D-211700;16.28;6
47442;D-219182;4.00;0
47448;D-219242;1.57;36
47470;D-201644;4.39;50
47472;D-225241;4.77;25
47476;D-209287;2.83;20
47482;D-228877;5.80;0
47486;D-218775;4.61;50
47496;D-219330;4.00;38
47502;D-205392;8.40;0
47505;D-205368;22.47;0
47508;D-205371;24.43;0
47515;D-213895;5.80;2
47533;D-229087;76.97;13
47539;D-227690;8.15;1
47543;D-222224;6.88;20
47545;D-222226;6.88;4
47546;D-210494;2.64;50
47555;D-199977;7.53;37
47565;D-218778;4.61;50
47581;D-227674;;0
47585;D-201646;3.24;50
47586;D-210112;3.51;50
47589;D-210110;4.58;17
47594;D51-TE03PAS;2.43;5
47597;D-211713;6.34;50
47617;D-219160;7.29;13
47627;PD5407-21;18.70;4
47636;D-205372;23.77;6
47650;D-229085;76.97;6
47656;D-229086;76.97;4
47671;D-219422;15.44;23
47681;D-222299;7.14;0
47685;9014 BLACK;3.15;7
47694;1404Q BLACK;3.85;0
47699;D51-TE03ROJO;2.43;8
47702;D-227418;;0
47706;PD5912-23;3.41;8
47721;D-229092;7.42;11
47725;D-227586;7.42;1
47728;D-213224;5.06;4
47730;D-221013;4.23;50
47733;D-221014;4.23;50
47736;D-228887;2.91;7
47738;D-201409;5.22;23
47742;D-197910;12.77;15
47746;D-228869;17.29;21
47748;D-227943;;0
47752;D-205429;13.95;0
47754;D-227692;8.15;14
47763;D-227603;;0
47770;D-225629;;0
47776;D-227736;;0
47782;D-227675;;0
47786;D-224157;5.38;34
47787;D-228885;4.38;0
47814;D-221989;1.17;12
47827;D-224961;12.06;0
47829;RD 227;9.52;20
47840;9027 BLACK;3.15;9
47844;D-227486;;0
47848;D-227530;;0
47852;D-227598;6.32;3
47853;D-211144;9.03;26
47855;D-219176;8.85;1
47857;D-228892;8.94;0
47861;D-228814;3.38;23
47865;PD3977-27;5.78;48
47872;PD5602-21;;0
47888;PD3372-23;;0
47889;PD3925-02;14.96;3
47896;D-205215;8.75;50
47925;D-227732;;0
47929;D-227596;;0
47930;D-224156;6.04;50
47932;D-216312;4.74;4
47934;D-221576;7.69;42
47937;D62-31030;1.88;11
47942;D51-TE03COCO;2.43;9
47945;D-218746;2.95;50
47955;D-196482;4.74;31
47957;D-218576;22.89;33
47960;PD2153-23;16.32;22
47965;D22-149120;6.07;50
47978;D11010;7.36;17
47980;D62-24100;6.17;3
47981;D-222673;8.81;50
47982;D-224136;9.58;0
47989;D-213040;2.91;0
47999;PD3703-00;4.77;8
48004;D-205422;3.43;0
48015;D-227727;;0
48019;D-222217;3.89;13
48023;RD510;44.88;25
48030;D-228859;17.29;50
48032;D-228867;2.59;50
48034;D-213933;2.16;50
48040;D-219525;5.29;6
48044;D-208375;12.21;17
48055;D-201417;3.42;10
48059;D-228856;17.29;30
48068;D-194489;2.68;0
48073;D-219322;4.00;30
48085;D-227715;;0
48089;D-227419;;0
48098;D-228905;8.50;0
48104;D-228863;17.29;27
48106;D55-22141;6.15;28
48121;D-205417;2.75;0
48125;D-205419;3.05;0
48129;D-227511;;0
48131;D-202729;;0
48133;D-227718;;0
48137;D62-43101;6.70;18
48139;D-195375;12.35;49
48143;D-211801;5.22;47
48150;D-211116;15.86;50
48157;D-207055;9.93;0
48171;PD3800-23;3.41;50
48177;D-205161;3.77;50
48182;D-220009;6.07;4
48191;D-226719;1.42;50
48194;D-194488;3.64;47
48196;D-199841;5.14;10
48207;D-213043;2.68;0
48218;D31-22619;12.91;24
48226;PD2162-23;13.60;10
48233;D-228879;2.59;50
48235;D-227416;;0
48241;TNH-004;;0
48248;D-226641;2.91;0
48262;D-213469;8.93;50
48265;D-209335;;0
48272;D-221760;8.43;31
48284;D-225297;2.99;7
48287;D-227407;;0
48296;D-221572;6.15;50
48300;D-194494;2.68;18
48311;D-229229;;0
48327;D-227047;1.95;22
48329;D-194903;11.25;32
48332;D-221992;5.46;0
48336;D-227555;25.50;50
48352;D-222302;7.14;0
48358;D-205318;5.22;2
48362;D-194493;2.68;44
48368;D-213804;22.53;9
48373;D-211845;4.05;0
48375;D-224970;8.73;0
48377;D-211777;1.21;0
48383;D-229099;;0
48385;D-215820;11.20;0
48387;D-203011;13.15;31
48389;D-222214;3.25;39
48390;D-223102;9.00;22
48392;D-194912;6.75;50
48398;D-224969;7.95;3
48400;D-227747;;0
48403;D-196287;3.16;50
48412;D-227508;;0
48417;D-218799;5.82;5
48427;D31-20802;;0
48433;D-194902;;0
48439;D-229096;;0
48441;D-228854;2.59;50
48443;D-228110;14.77;33
48466;D_194018;;0
48470;D-199982;2.68;0
48485;D-194528;3.39;50
48494;D-220141;1.46;50
48496;D-211758;7.14;50
48500;D-225239;1.37;50
48509;D-211040;11.52;6
48513;D-211847;6.75;19
48515;D-207907;5.98;15
48523;D-208184;9.33;50
48534;D-225493;2.56;0
48539;D-228872;17.29;50
48541;D-213934;1.61;50
48543;D-226764;24.31;0
48551;D-211775;1.57;0
48555;D-221139;12.89;50
48564;D-196472;;0
48565;D-205878;4.34;50
48569;D31-22616;12.91;39
48570;D-223807;4.10;0
48573;D-227716;;0
48577;D-227481;;0
48581;D-216595;;0
48588;D-149119;3.77;28
48600;D-215142;21.36;0
48615;D-227713;;0
48616;D-208715;1.09;50
48629;D-222126;4.95;12
48645;D-224155;5.34;50
48646;D-228881;17.29;24
48648;D-212562;3.53;11
48652;D-225044;7.22;0
48657;D-20308;5.19;19
48659;D-228862;5.80;50
48661;D-205205;2.87;50
48670;D-221246;3.67;29
48674;D-211734;2.64;50
48683;D-205192;0.86;50
48691;D-211774;1.09;0
48699;D-222075;;0
48705;D-220165;7.85;50
48712;D-211727;1.92;50
48719;D-211732;2.09;50
48726;D-221135;7.95;50
48730;D-221137;12.20;0
48735;D-221138;7.96;0
48759;D-194500;4.61;8
48768;D-225621;;0
48771;D-195880;4.79;50
48783;D-195881;4.79;50
48788;D-211172;5.02;0
48796;D-212610;9.17;38
48802;D-224085;22.62;0
48810;D-225102;6.60;50
48811;D-227090;22.40;0
48849;D-202668;;0
48865;D-228992;;0
48869;D-228991;;0
48872;D-223830;;0
48874;D-215545;;0
48891;D-207398;3.96;50
48894;D-211376;;0
48896;D-225244;7.70;43
48908;D-220490;8.93;16
48910;D-227014;3.28;50
48914;D-199881;;0
48922;D-227040;1.05;50
48926;D-216556;8.36;50
48928;D-228993;;0
48931;D-194985;10.26;50
48933;D-195467;7.62;50
48934;D-202788;18.47;14
48937;D-211756;10.26;50
48940;D-220925;6.68;0
48941;D-225486;0.72;0
48944;D-225487;2.21;11
48948;D-197925;2.04;41
48950;D-197926;2.04;50
48951;D-213873;;0
48956;D-218518;12.90;43
48962;D-212730;2.09;50
48971;D-194976;34.17;50
48975;D-225481;0.74;50
48980;D-225482;2.26;0
48985;D-228855;5.80;50
48987;D-228857;2.59;39
48989;D-228861;2.59;50
48992;D-228864;2.59;50
48994;D-228865;5.80;1
